#Word Types: 14665		
#Word Tokens: 542836		
#Search Hits: 0		
Rank	Type	Freq
9645	sund	2
9646	supermercado	2
9647	suplente	2
9648	suporta	2
9649	suportável	2
9650	supostas	2
9651	supracitadas	2
9652	surgindo	2
9653	surgir	2
9654	surta	2
9655	surtir	2
9656	surtiu	2
9657	suscetível	2
9658	suscitado	2
9659	suspenda	2
9660	suspensiva	2
9661	sustentabilidade	2
9662	sustentada	2
9663	sustentam	2
9664	sustentava	2
9665	sustentação	2
9666	síndrome	2
9667	sólida	2
9668	tacitamente	2
9669	tacsp	2
9670	tamanho	2
9671	tangente	2
9672	tantas	2
9673	tantum	2
9674	tapes	2
9675	tarifamento	2
9676	tarjeta	2
9677	tarso	2
9678	tartuce	2
9679	tautologia	2
9680	taxativamente	2
9681	tecnicamente	2
9682	ted	2
9683	telefonemas	2
9684	telefones	2
9685	telegrama	2
9686	televisivos	2
9687	temas	2
9688	teme	2
9689	temerária	2
9690	tendance	2
9691	tende	2
9692	terceirizações	2
9693	terminar	2
9694	terras	2
9695	terrenos	2
9696	terrier	2
9697	territorial	2
9698	terça	2
9699	terço	2
9700	test	2
9701	testemunhais	2
9702	testilha	2
9703	themis	2
9704	ticket	2
9705	tidos	2
9706	tjsp	2
9707	tom	2
9708	tomasse	2
9709	tomo	2
9710	torneiras	2
9711	torná	2
9712	torpedo	2
9713	totalizaram	2
9714	totalizaria	2
9715	trabalhar	2
9716	tradicional	2
9717	trafega	2
9718	trafegabilidade	2
9719	tramitação	2
9720	trancando	2
9721	tranqüilidade	2
9722	transcorreu	2
9723	transcreve	2
9724	transfere	2
9725	transferidos	2
9726	transformando	2
9727	transita	2
9728	traslado	2
9729	tratados	2
9730	tratarem	2
9731	tratavam	2
9732	travado	2
9733	traçada	2
9734	trouxesse	2
9735	tubulações	2
9736	turístico	2
9737	tutores	2
9738	tvlx	2
9739	tábua	2
9740	térmico	2
9741	uci	2
9742	ulteriores	2
9743	ultrapassados	2
9744	umas	2
9745	unilateralidade	2
9746	universalização	2
9747	universidade	2
9748	uníssonas	2
9749	ureterorrenolitotripsia	2
9750	urgente	2
9751	uruguai	2
9752	usa	2
9753	usada	2
9754	usufruto	2
9755	usufruí	2
9756	usufruídos	2
9757	uti	2
9758	utilize	2
9759	valandro	2
9760	valioso	2
9761	vantagens	2
9762	variados	2
9763	variáveis	2
9764	vedar	2
9765	veiculação	2
9766	veículo	2
9767	vencerem	2
9768	vencia	2
9769	vendedores	2
9770	vendidos	2
9771	vendo	2
9772	venosa	2
9773	vento	2
9774	ventral	2
9775	vereadores	2
9776	vergastado	2
9777	verificaram	2
9778	verificaria	2
9779	vermelho	2
9780	versões	2
9781	verter	2
9782	vertida	2
9783	vestígios	2
9784	vexatórias	2
9785	viabilização	2
9786	viajar	2
9787	viam	2
9788	viatura	2
9789	vicenzo	2
9790	videolaparoscopia	2
9791	vieira	2
9792	vigentes	2
9793	vila	2
9794	vinculadas	2
9795	vinculante	2
9796	virtual	2
9797	visibilidade	2
9798	visivelmente	2
9799	vislumbrada	2
9800	vislumbrando	2
9801	vistas	2
9802	vistoriar	2
9803	visualizar	2
9804	visualização	2
9805	visíveis	2
9806	vitalícia	2
9807	vivida	2
9808	voltadas	2
9809	vossa	2
9810	vulnera	2
9811	vultosa	2
9812	válidas	2
9813	válidos	2
9814	válvula	2
9815	vômito	2
9816	xbr	2
9817	xv	2
9818	yorkshire	2
9819	yyyy	2
9820	zafira	2
9821	zelo	2
9822	zelosa	2
9823	zika	2
9824	zzzz	2
9825	àquelas	2
9826	ápice	2
9827	árvores	2
9828	ânimo	2
9829	ânua	2
9830	íntimos	2
9831	óbito	2
9832	últimas	2
9833	YYYYYY YYYYYYY	2
9834	abalar	1
9835	abalassem	1
9836	abalroada	1
9837	abalroando	1
9838	abalroar	1
9839	abalroou	1
9840	abarcando	1
9841	abarcar	1
9842	abarrotando	1
9843	abastece	1
9844	abastecedora	1
9845	abastecer	1
9846	abastecidas	1
9847	abastenham	1
9848	abata	1
9849	abatida	1
9850	abatido	1
9851	abatimentos	1
9852	abcessos	1
9853	abdetran	1
9854	abdômen	1
9855	aberta	1
9856	abordado	1
9857	abordados	1
9858	aborrecida	1
9859	abrangendo	1
9860	abranger	1
9861	abrangido	1
9862	abre	1
9863	abria	1
9864	abrigado	1
9865	absolvitur	1
9866	absolvição	1
9867	absorvidos	1
9868	abstendo	1
9869	abstivessem	1
9870	abstratas	1
9871	abstrato	1
9872	absurdo	1
9873	abusivamente	1
9874	acabado	1
9875	acabando	1
9876	acabaria	1
9877	acabe	1
9878	acaberemos	1
9879	acarretada	1
9880	acarretam	1
9881	acarretem	1
9882	acatado	1
9883	acatamento	1
9884	aceitas	1
9885	aceitos	1
9886	acelerou	1
9887	acentuado	1
9888	acercado	1
9889	acertados	1
9890	acertou	1
9891	acessou	1
9892	acessíveis	1
9893	acessórias	1
9894	acessório	1
9895	acharam	1
9896	achavam	1
9897	acidentado	1
9898	acidentar	1
9899	acionado	1
9900	acionamento	1
9901	acionasse	1
9902	acionária	1
9903	acionário	1
9904	aclarando	1
9905	acme	1
9906	acoimar	1
9907	acolchetado	1
9908	acolha	1
9909	acolhe	1
9910	acolheu	1
9911	acometida	1
9912	acomodada	1
9913	acomodar	1
9914	acompanhadas	1
9915	acompanhados	1
9916	acompanhar	1
9917	acompanharem	1
9918	acompanhou	1
9919	aconteceram	1
9920	acontecia	1
9921	aconteça	1
9922	acoplado	1
9923	acordaram	1
9924	acordou	1
9925	acostaram	1
9926	acoste	1
9927	acostem	1
9928	acostumada	1
9929	acostumados	1
9930	acreditado	1
9931	acreditando	1
9932	acreditar	1
9933	acreditavam	1
9934	acredito	1
9935	acrescentam	1
9936	acrescer	1
9937	acrysoft	1
9938	actum	1
9939	acumularam	1
9940	acumulou	1
9941	acurada	1
9942	acuradamente	1
9943	acusando	1
9944	adaptar	1
9945	adaptá	1
9946	adaptável	1
9947	adequando	1
9948	adere	1
9949	aderem	1
9950	aderida	1
9951	aderidos	1
9952	aderindo	1
9953	adianta	1
9954	adiantada	1
9955	adiante	1
9956	adicionar	1
9957	adimpli	1
9958	adimplimento	1
9959	adimpliria	1
9960	adimplência	1
9961	aditado	1
9962	administra	1
9963	administrada	1
9964	administram	1
9965	adminículo	1
9966	adminículos	1
9967	admiração	1
9968	admitindo	1
9969	adolescentes	1
9970	adotivos	1
9971	adquirindo	1
9972	adredemente	1
9973	adultos	1
9974	adutoras	1
9975	aduziram	1
9976	adveio	1
9977	adversidades	1
9978	advertir	1
9979	advertência	1
9980	advirta	1
9981	advocatícia	1
9982	advocatício	1
9983	advêm	1
9984	adão	1
9985	aecd	1
9986	aessul	1
9987	aeternum	1
9988	afastas	1
9989	afastassem	1
9990	afeição	1
9991	afere	1
9992	aferições	1
9993	afetado	1
9994	afetando	1
9995	afetas	1
9996	afete	1
9997	afins	1
9998	afirmativas	1
9999	african	1
10000	afrontam	1
10001	afrontando	1
10002	agafarma	1
10003	agasalhe	1
10004	agasalho	1
10005	agasalhou	1
10006	agem	1
10007	agemed	1
10008	agendamento	1
10009	agendamentos	1
10010	agendou	1
10011	agia	1
10012	agilidade	1
10013	agiram	1
10014	aglomeração	1
10015	agn	1
10016	agradeceu	1
10017	agravantes	1
10018	agravar	1
10019	agravos	1
10020	agredi	1
10021	agredir	1
10022	agrega	1
10023	agresp	1
10024	agressivas	1
10025	agricultora	1
10026	agricultores	1
10027	agride	1
10028	agridem	1
10029	agro	1
10030	agrícola	1
10031	aguardo	1
10032	aguardou	1
10033	airways	1
10034	ajudou	1
10035	ajuizadas	1
10036	ajustadas	1
10037	ajustados	1
10038	ajustaram	1
10039	ajustou	1
10040	ajustável	1
10041	ajuíze	1
10042	albardando	1
10043	alberto	1
10044	alcançaram	1
10045	alcoólatras	1
10046	aleatória	1
10047	alece	1
10048	alegarem	1
10049	aleguem	1
10050	alemão	1
10051	alento	1
10052	alertada	1
10053	alertando	1
10054	algia	1
10055	alheios	1
10056	alicerçado	1
10057	alicerçam	1
10058	alicerçar	1
10059	aliciada	1
10060	alimentada	1
10061	alimentícios	1
10062	alinhadas	1
10063	aliviar	1
10064	allianz	1
10065	alma	1
10066	almeja	1
10067	almejar	1
10068	alongado	1
10069	alternativas	1
10070	alternativos	1
10071	altero	1
10072	altíssima	1
10073	altíssimos	1
10074	aludem	1
10075	aludidos	1
10076	aludiu	1
10077	aluguei	1
10078	alugueis	1
10079	aluna	1
10080	alunas	1
10081	alusivo	1
10082	alusivos	1
10083	alçado	1
10084	ama	1
10085	amargado	1
10086	amassado	1
10087	ambiental	1
10088	ambiguidade	1
10089	ambulatoriais	1
10090	ambulatório	1
10091	ambíguas	1
10092	amenizada	1
10093	amiga	1
10094	amigavelmente	1
10095	amigo	1
10096	amigáveis	1
10097	amoldado	1
10098	amoldando	1
10099	amontoou	1
10100	amorim	1
10101	amp	1
10102	amparadas	1
10103	ampararia	1
10104	ampliados	1
10105	amércia	1
10106	américa	1
10107	analisarem	1
10108	analisei	1
10109	analisá	1
10110	analógica	1
10111	andado	1
10112	andando	1
10113	andou	1
10114	andrade	1
10115	anestesia	1
10116	anestesias	1
10117	anexas	1
10118	angariadas	1
10119	angiográfico	1
10120	anglojet	1
10121	angustia	1
10122	anjos	1
10123	anoitecer	1
10124	anomalia	1
10125	anospelo	1
10126	anota	1
10127	anotados	1
10128	anote	1
10129	anoto	1
10130	anseios	1
10131	ansiedade	1
10132	antagônicas	1
10133	antagônico	1
10134	antas	1
10135	antecedente	1
10136	antecedentes	1
10137	antecederam	1
10138	antecipados	1
10139	antecipatórias	1
10140	antecipatório	1
10141	antemão	1
10142	antena	1
10143	antevendo	1
10144	antiangiogênico	1
10145	antigas	1
10146	antijuridicidade	1
10147	antijurídica	1
10148	antiéticos	1
10149	antonio	1
10150	antt	1
10151	anuindo	1
10152	anular	1
10153	anunciante	1
10154	anunciantes	1
10155	anunciar	1
10156	anuída	1
10157	anéis	1
10158	anúncio	1
10159	apagará	1
10160	aparecer	1
10161	aparecida	1
10162	aparecido	1
10163	aparenta	1
10164	aparentam	1
10165	apartada	1
10166	apartado	1
10167	apartamentos	1
10168	apedrejaram	1
10169	apegada	1
10170	apelado	1
10171	apelidada	1
10172	apena	1
10173	apenso	1
10174	apensos	1
10175	aperfeiçoa	1
10176	aperfeiçoamento	1
10177	aperfeiçoou	1
10178	apertado	1
10179	apertados	1
10180	aplicador	1
10181	aplicaria	1
10182	aplicá	1
10183	apneias	1
10184	apoiada	1
10185	apoiado	1
10186	apoio	1
10187	apontem	1
10188	aporta	1
10189	aportar	1
10190	aportaram	1
10191	aportavam	1
10192	aporte	1
10193	aposentada	1
10194	aposentando	1
10195	aposentar	1
10196	aposição	1
10197	aposta	1
10198	apostada	1
10199	apostas	1
10200	apreciá	1
10201	apregoada	1
10202	aprendizagem	1
10203	apresentariam	1
10204	apresentasse	1
10205	apresentassem	1
10206	aprimorar	1
10207	apropriadas	1
10208	apropriado	1
10209	aprouver	1
10210	aprovados	1
10211	aproveitassem	1
10212	aproximada	1
10213	aproximam	1
10214	aproximar	1
10215	aproximação	1
10216	apura	1
10217	apurando	1
10218	aquecesse	1
10219	aquiles	1
10220	aquisitiva	1
10221	araujo	1
10222	araçá	1
10223	araújo	1
10224	arbitra	1
10225	arbitrou	1
10226	arbitrário	1
10227	arcado	1
10228	arcaria	1
10229	arcasse	1
10230	arcava	1
10231	are	1
10232	arenhart	1
10233	aresto	1
10234	arguir	1
10235	argúi	1
10236	argüições	1
10237	aritmética	1
10238	armanezamento	1
10239	armas	1
10240	armazenadas	1
10241	armazenados	1
10242	armazenava	1
10243	armários	1
10244	arquivados	1
10245	arquivos	1
10246	arrancada	1
10247	arrancar	1
10248	arranjo	1
10249	arrasta	1
10250	arrazoado	1
10251	arrebentar	1
10252	arrecadados	1
10253	arreda	1
10254	arredamento	1
10255	arredar	1
10256	arrefecimento	1
10257	arrependeu	1
10258	arrimo	1
10259	arriscando	1
10260	arrolado	1
10261	arrolados	1
10262	arrombada	1
10263	arrombado	1
10264	arrumando	1
10265	arrumar	1
10266	arrumou	1
10267	artificial	1
10268	artística	1
10269	ary	1
10270	asae	1
10271	ascar	1
10272	asmático	1
10273	assegurava	1
10274	assegure	1
10275	assegurou	1
10276	assembleia	1
10277	assemelhadas	1
10278	assemelhados	1
10279	assentada	1
10280	assentos	1
10281	assertiva	1
10282	asserção	1
10283	assessoria	1
10284	asseverar	1
10285	assevero	1
10286	assinadas	1
10287	assinalo	1
10288	assinaram	1
10289	assinarem	1
10290	assistentes	1
10291	assistia	1
10292	assistindo	1
10293	assistiram	1
10294	assistiu	1
10295	assistências	1
10296	associam	1
10297	associativa	1
10298	assumem	1
10299	assumpção	1
10300	assédio	1
10301	astra	1
10302	atacando	1
10303	atenderia	1
10304	atendia	1
10305	atendê	1
10306	atentamente	1
10307	atentaram	1
10308	atentatório	1
10309	atentem	1
10310	atenuada	1
10311	atenuar	1
10312	atenue	1
10313	aterrissando	1
10314	atestando	1
10315	atestariam	1
10316	ateve	1
10317	atingiram	1
10318	atingirem	1
10319	atingirá	1
10320	atingisse	1
10321	atira	1
10322	atirando	1
10323	ativado	1
10324	ativar	1
10325	ativou	1
10326	ator	1
10327	atpv	1
10328	atrapalhado	1
10329	atrapalhasse	1
10330	atrasada	1
10331	atrasadas	1
10332	atrasou	1
10333	atravessa	1
10334	atravessava	1
10335	atraído	1
10336	atrela	1
10337	atribua	1
10338	atribuídos	1
10339	atribuíveis	1
10340	atropelando	1
10341	atropelar	1
10342	atuado	1
10343	atualizadas	1
10344	atualize	1
10345	atualizou	1
10346	atuariais	1
10347	atuavam	1
10348	atuações	1
10349	atípica	1
10350	atípicas	1
10351	atípicos	1
10352	audiovisual	1
10353	auditadas	1
10354	aufere	1
10355	auferida	1
10356	auferindo	1
10357	aum	1
10358	aumentadas	1
10359	aumentaram	1
10360	ausentou	1
10361	ausências	1
10362	autenticada	1
10363	autenticidade	1
10364	autoatendimento	1
10365	autodeterminação	1
10366	autoexplicativa	1
10367	autom	1
10368	automáticos	1
10369	autoridades	1
10370	autorizadores	1
10371	autorizaram	1
10372	autorizasse	1
10373	autorizações	1
10374	autorregulam	1
10375	autorreligue	1
10376	autuado	1
10377	autuação	1
10378	autuou	1
10379	autêntico	1
10380	autônomos	1
10381	auxiliado	1
10382	auxiliares	1
10383	auxilio	1
10384	auxiliou	1
10385	avaliando	1
10386	avaliasse	1
10387	avaliou	1
10388	avaliável	1
10389	avc	1
10390	avençados	1
10391	averiguada	1
10392	avilta	1
10393	avisada	1
10394	avisado	1
10395	avisando	1
10396	avisar	1
10397	avisou	1
10398	avistar	1
10399	avistou	1
10400	avultando	1
10401	açodado	1
10402	ba	1
10403	bacias	1
10404	baile	1
10405	baixada	1
10406	baixas	1
10407	baixinha	1
10408	balanceamento	1
10409	balde	1
10410	baldo	1
10411	baliza	1
10412	balizadoras	1
10413	balizados	1
10414	balizar	1
10415	balizas	1
10416	ballena	1
10417	balneário	1
10418	bancar	1
10419	bando	1
10420	barato	1
10421	barulhos	1
10422	barão	1
10423	baseados	1
10424	baseiam	1
10425	basicamente	1
10426	bastassem	1
10427	bastavam	1
10428	bate	1
10429	bd	1
10430	bdn	1
10431	beck	1
10432	beirar	1
10433	beirarem	1
10434	beneficiam	1
10435	beneficiamento	1
10436	beneficiaram	1
10437	beneficiaria	1
10438	beneficiava	1
10439	beneficie	1
10440	beneplácito	1
10441	benfeitoria	1
10442	berço	1
10443	bicos	1
10444	bifocal	1
10445	bijouteria	1
10446	bilateral	1
10447	binária	1
10448	bittar	1
10449	blake	1
10450	blog	1
10451	bloqueada	1
10452	bloqueadas	1
10453	bloqueia	1
10454	bloqueie	1
10455	bloqueou	1
10456	bobina	1
10457	bohrer	1
10458	bolsas	1
10459	bolss	1
10460	bombeamento	1
10461	boni	1
10462	boné	1
10463	bordo	1
10464	bordô	1
10465	borsoi	1
10466	botar	1
10467	bovina	1
10468	bovino	1
10469	braga	1
10470	bragança	1
10471	branca	1
10472	brasília	1
10473	bresser	1
10474	brinco	1
10475	brindes	1
10476	brk	1
10477	brocardo	1
10478	bruno	1
10479	brusca	1
10480	brutal	1
10481	bt	1
10482	buco	1
10483	bueiro	1
10484	buffet	1
10485	buracos	1
10486	burocrática	1
10487	burocráticos	1
10488	buscados	1
10489	buscasse	1
10490	buscavam	1
10491	busque	1
10492	butiá	1
10493	buzzi	1
10494	bystander	1
10495	cabanas	1
10496	cabeleireiro	1
10497	cabelo	1
10498	cabergs	1
10499	cabeçalho	1
10500	cabiam	1
10501	cabos	1
10502	cabral	1
10503	cachorra	1
10504	cachorrinho	1
10505	cachorros	1
10506	cadastra	1
10507	cadastrais	1
10508	cadastrarem	1
10509	cadastrou	1
10510	cadeados	1
10511	caia	1
10512	caixas	1
10513	calculadas	1
10514	calcular	1
10515	calculá	1
10516	calhas	1
10517	callcenter	1
10518	caloteiro	1
10519	calçadista	1
10520	cambiais	1
10521	cambiariforme	1
10522	caminhando	1
10523	caminhonete	1
10524	caminhos	1
10525	campanha	1
10526	camuflando	1
10527	cancelando	1
10528	cancelará	1
10529	cancelassem	1
10530	canula	1
10531	capacitado	1
10532	capacitor	1
10533	capelinha	1
10534	capitalizada	1
10535	capitalização	1
10536	captados	1
10537	cara	1
10538	caractere	1
10539	caracterizador	1
10540	caracterizarem	1
10541	caracterizará	1
10542	caracterizavam	1
10543	caracterizem	1
10544	caracterizou	1
10545	caracterísiticas	1
10546	cardeais	1
10547	cardiologia	1
10548	careada	1
10549	carecedor	1
10550	carecedora	1
10551	carecias	1
10552	carente	1
10553	carentes	1
10554	carimbado	1
10555	carnê	1
10556	caro	1
10557	caros	1
10558	carregador	1
10559	carteirinha	1
10560	cartorários	1
10561	carácter	1
10562	casais	1
10563	casas	1
10564	castelo	1
10565	castigado	1
10566	casuística	1
10567	cataclismos	1
10568	catalogada	1
10569	cataratas	1
10570	categórico	1
10571	cateteres	1
10572	cateterismo	1
10573	catástrofe	1
10574	causaram	1
10575	causaria	1
10576	causasse	1
10577	causação	1
10578	cautelares	1
10579	caução	1
10580	caxiense	1
10581	caídas	1
10582	caíram	1
10583	ccf	1
10584	cdl	1
10585	ce	1
10586	cedae	1
10587	cede	1
10588	cederam	1
10589	ceifando	1
10590	celebrada	1
10591	celebram	1
10592	celebraram	1
10593	celerados	1
10594	celeste	1
10595	celulares	1
10596	censurável	1
10597	centavo	1
10598	centenas	1
10599	centra	1
10600	cep	1
10601	cercaram	1
10602	cercou	1
10603	certificando	1
10604	cessar	1
10605	cessou	1
10606	cftv	1
10607	ch	1
10608	chacoalhar	1
10609	chamando	1
10610	chamaria	1
10611	chame	1
10612	champagne	1
10613	chancelar	1
10614	chapa	1
10615	chapeador	1
10616	chat	1
10617	checkout	1
10618	chefia	1
10619	chegam	1
10620	chegamos	1
10621	chegasse	1
10622	chegava	1
10623	chegavam	1
10624	chego	1
10625	cheio	1
10626	chevrolet	1
10627	chiados	1
10628	chimarrão	1
10629	chimenti	1
10630	china	1
10631	chips	1
10632	chocou	1
10633	chovendo	1
10634	chuveiros	1
10635	chuvoso	1
10636	chácara	1
10637	cia	1
10638	cientificar	1
10639	cientificação	1
10640	cientificá	1
10641	cilindros	1
10642	cinema	1
10643	cingiu	1
10644	cinto	1
10645	circuito	1
10646	circulando	1
10647	circunda	1
10648	circunstanciado	1
10649	circunstanciais	1
10650	circunstãncia	1
10651	cirurgicos	1
10652	cisto	1
10653	cit	1
10654	citatória	1
10655	cite	1
10656	civile	1
10657	civilmente	1
10658	cjf	1
10659	classe	1
10660	classifica	1
10661	classificado	1
10662	clausulada	1
10663	clavícula	1
10664	clayton	1
10665	clicar	1
10666	clientela	1
10667	climática	1
10668	club	1
10669	clube	1
10670	clássica	1
10671	clásula	1
10672	coator	1
10673	coautora	1
10674	cobrador	1
10675	cobraram	1
10676	cobrava	1
10677	cobri	1
10678	cobrá	1
10679	coelho	1
10680	coercitiva	1
10681	coercitivo	1
10682	coerentes	1
10683	coexistente	1
10684	cogitada	1
10685	coifa	1
10686	coincidido	1
10687	coincidirá	1
10688	colaboram	1
10689	colaboração	1
10690	colacionam	1
10691	colacionando	1
10692	colar	1
10693	coleciono	1
10694	colega	1
10695	colegas	1
10696	colegiada	1
10697	coletivas	1
10698	colheita	1
10699	colida	1
10700	colidia	1
10701	coligidas	1
